Subdivision,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
GUJARAT REGION,1983,0.1,0.0,0.0,7.8,1.3,129.6,406.8,401.4,181.3,80.6,0.0,0.0,1208.9
GUJARAT REGION,1984,0.0,0.0,0.0,0.0,0.0,82.5,249.0,430.6,89.0,5.6,1.5,0.0,858.3
GUJARAT REGION,1985,0.0,0.0,0.0,0.7,2.0,14.8,244.7,178.3,17.9,127.3,0.0,0.3,586.0
GUJARAT REGION,1986,0.0,0.0,0.1,0.0,1.9,178.2,161.0,146.1,6.4,2.3,1.0,0.0,497.0
GUJARAT REGION,1987,0.7,0.5,0.0,0.0,0.3,68.8,117.3,186.1,5.8,3.2,10.9,11.3,405.0
GUJARAT REGION,1988,0.0,0.0,0.0,3.2,0.0,72.4,564.6,255.0,188.8,10.4,0.0,0.0,1094.3
GUJARAT REGION,1989,1.2,0.0,0.0,0.0,0.1,112.8,344.0,307.6,58.0,1.4,0.0,0.0,825.1
GUJARAT REGION,1990,0.0,3.4,0.3,0.0,32.7,78.3,226.3,532.5,230.3,15.6,5.3,3.7,1128.4
GUJARAT REGION,1991,0.0,0.0,0.0,0.0,0.0,73.9,403.1,145.4,38.0,0.0,0.6,0.0,660.9
GUJARAT REGION,1992,0.8,0.0,0.0,0.0,0.9,127.6,252.1,238.4,244.1,19.7,3.0,0.0,886.7
GUJARAT REGION,1993,0.0,1.5,0.1,0.0,0.0,131.9,568.6,64.5,146.3,28.3,1.5,0.0,942.8
GUJARAT REGION,1994,6.6,0.0,0.0,0.1,0.0,305.3,473.8,378.8,330.2,1.9,0.1,0.0,1496.9
GUJARAT REGION,1995,2.7,0.0,0.3,0.0,0.0,8.6,440.5,132.4,72.0,21.6,0.3,0.8,679.1
GUJARAT REGION,1996,1.2,0.0,0.0,0.0,0.0,119.8,379.3,233.1,150.9,23.9,0.1,0.0,908.4
GUJARAT REGION,1997,0.9,0.0,0.2,4.3,2.6,356.0,247.9,363.7,97.8,8.4,0.9,0.8,1083.7
GUJARAT REGION,1998,0.0,0.1,0.0,0.0,0.0,108.6,296.2,190.0,385.2,102.8,3.8,0.0,1086.6
GUJARAT REGION,1999,0.0,1.6,0.0,0.0,6.1,165.2,232.9,61.4,62.6,72.8,0.0,0.0,602.5
GUJARAT REGION,2000,0.0,0.0,0.0,0.0,29.8,58.5,354.2,122.6,16.2,2.7,0.0,1.1,585.0
GUJARAT REGION,2001,7.8,0.0,0.0,0.3,2.4,217.0,323.3,253.5,17.6,29.4,0.1,0.0,851.4
GUJARAT REGION,2002,4.9,0.0,0.1,0.0,0.0,244.0,46.5,239.0,112.7,0.7,0.1,0.2,648.2
GUJARAT REGION,2003,0.0,6.4,0.2,0.0,0.0,210.8,516.8,322.3,109.9,1.7,0.0,0.0,1168.2
GUJARAT REGION,2004,0.0,0.0,0.0,0.0,4.0,137.8,245.7,555.4,52.1,16.5,0.0,0.0,1011.5
GUJARAT REGION,2005,0.0,0.0,0.0,0.0,0.3,375.7,376.8,233.5,341.6,1.4,0.0,0.0,1329.3
GUJARAT REGION,2006,0.0,0.0,0.8,0.0,0.2,122.7,584.2,626.4,139.7,8.6,1.5,0.0,1484.1
GUJARAT REGION,2007,0.1,0.3,0.0,0.0,0.2,94.7,555.8,344.2,170.9,0.0,1.3,0.0,1167.7
GUJARAT REGION,2008,0.0,0.0,0.0,3.1,0.1,59.2,263.4,369.8,206.9,11.4,0.1,2.2,916.2
GUJARAT REGION,2009,0.0,0.0,0.3,0.0,0.0,17.6,398.0,143.2,55.3,27.8,8.5,0.0,650.7
GUJARAT REGION,2010,0.2,0.0,0.0,0.0,0.0,62.3,335.3,433.2,215.6,12.1,40.3,0.2,1099.2
GUJARAT REGION,2011,0.0,0.2,0.0,0.0,0.0,16.6,269.3,462.2,168.7,0.4,0.0,0.0,917.5
GUJARAT REGION,2012,0.1,0.0,0.0,0.1,0.0,35.8,181.1,228.9,272.2,7.9,0.0,0.0,726.1
GUJARAT REGION,2013,0.0,1.0,0.0,6.0,0.0,183.5,491.6,246.9,340.7,57.0,0.0,0.0,1326.7
GUJARAT REGION,2014,5.7,0.2,0.3,1.5,1.5,12.8,359.6,150.2,283.3,2.2,1.5,0.0,818.8
GUJARAT REGION,2015,1.4,0.0,6.4,5.9,0.9,132.4,361.6,35.2,96.9,2.2,0.3,0.0,643.3
GUJARAT REGION,2016,0.0,0.0,0.6,0.0,0.4,31.7,255.4,303.5,105.0,66.9,0.0,0.0,763.5
GUJARAT REGION,2017,0.0,0.0,0.0,0.0,0.2,137.2,612.7,179.3,67.2,15.5,0.0,11.0,1023.1
GUJARAT REGION,2018,0.0,0.0,0.0,0.2,0.0,89.9,376.8,181.4,46.9,0.5,0.0,0.0,695.6
GUJARAT REGION,2019,0.0,0.4,0.0,1.0,0.2,113.9,264.0,517.2,296.8,68.1,14.5,1.2,1277.2
GUJARAT REGION,2020,0.0,0.0,3.5,0.0,0.9,104.9,170.5,635.4,123.7,10.6,0.0,13.1,1062.5
GUJARAT REGION,2022,1.0,0.0,0.0,0.0,0.1,60.9,592.5,302.1,149.2,37.0,0.0,0.2,1143.0
GUJARAT REGION,2021,2.4,0.1,0.0,0.3,53.0,128.6,173.3,71.7,356.8,17.6,21.3,17.7,842.9
GUJARAT REGION,2023,3.0,0.0,11.5,3.1,14.3,173.7,449.8,39.7,245.2,1.0,34.8,2.3,978.3
SAURASHTRA & KUTCH,1901,27.2,19.8,30.9,225.8,208.1,527.9,431.7,464.9,293.1,165.6,115.2,1.2,2511.4
SAURASHTRA & KUTCH,1902,8.9,10.1,106.1,352.7,264.1,622.1,514.7,538.3,443.1,96.9,7.2,1.3,2965.6
SAURASHTRA & KUTCH,1903,20.1,25.3,104.5,140.8,206.6,613.0,360.3,553.3,306.7,159.8,60.1,1.2,2551.7
SAURASHTRA & KUTCH,1904,11.2,56.5,52.5,459.8,374.5,383.5,477.6,438.8,247.0,116.1,46.6,2.5,2666.6
SAURASHTRA & KUTCH,1905,19.9,17.0,138.8,212.6,276.3,522.6,441.4,649.8,276.6,203.0,16.0,25.0,2799.2
SAURASHTRA & KUTCH,1906,9.6,59.3,88.9,264.7,272.2,389.5,542.8,588.1,264.6,166.4,25.0,0.2,2671.4
SAURASHTRA & KUTCH,1907,55.9,37.5,110.3,254.8,213.4,514.6,579.9,303.8,401.6,37.4,4.2,14.0,2527.3
SAURASHTRA & KUTCH,1908,16.2,25.1,20.7,176.3,333.7,392.6,479.9,339.8,405.9,92.1,3.9,0.0,2286.4
SAURASHTRA & KUTCH,1909,19.2,8.9,4.5,195.3,310.5,644.8,346.2,447.6,216.5,164.3,24.6,6.4,2388.8
SAURASHTRA & KUTCH,1910,9.1,32.3,153.6,213.8,276.1,584.2,740.0,419.9,247.8,198.8,16.3,4.3,2896.1
SAURASHTRA & KUTCH,1911,74.7,18.8,93.7,234.9,433.5,536.8,617.3,417.4,388.7,260.8,26.4,2.9,3106.0
SAURASHTRA & KUTCH,1912,9.1,58.2,127.4,303.5,251.8,486.6,566.2,453.9,236.7,182.5,69.2,9.5,2754.6
SAURASHTRA & KUTCH,1913,11.9,90.6,119.5,333.7,393.5,462.3,438.0,355.0,280.9,226.7,10.1,45.6,2767.6
SAURASHTRA & KUTCH,1914,6.2,79.3,71.2,220.1,320.9,404.8,397.3,471.5,291.0,67.1,10.4,7.5,2347.2
SAURASHTRA & KUTCH,1915,9.5,58.9,74.8,204.2,668.8,513.6,736.9,530.9,260.7,107.6,10.1,4.3,3180.5
SAURASHTRA & KUTCH,1916,19.7,27.8,119.5,228.5,341.5,367.9,478.0,433.8,310.1,247.4,32.9,6.2,2613.3
SAURASHTRA & KUTCH,1917,13.0,92.3,39.1,170.7,207.5,586.5,474.5,348.2,312.5,237.9,47.2,1.3,2530.7
SAURASHTRA & KUTCH,1918,4.6,16.2,126.0,154.0,287.5,660.4,808.4,607.2,373.1,70.8,6.0,1.1,3115.3
SAURASHTRA & KUTCH,1919,13.3,12.5,23.0,162.5,266.6,488.6,461.1,250.0,441.2,186.3,42.7,3.4,2351.2
SAURASHTRA & KUTCH,1920,4.4,50.7,229.2,185.7,284.2,524.8,311.1,526.3,385.2,130.3,3.3,1.8,2637.0
SAURASHTRA & KUTCH,1921,35.2,20.4,135.1,325.4,412.1,607.8,543.1,431.3,335.9,142.9,8.4,10.4,3008.0
SAURASHTRA & KUTCH,1922,16.4,4.8,78.3,168.4,233.4,553.9,420.6,379.9,267.2,130.6,9.5,9.2,2272.0
SAURASHTRA & KUTCH,1923,0.4,59.1,17.3,260.7,399.1,591.4,376.2,269.4,360.0,98.5,11.3,5.9,2449.4
SAURASHTRA & KUTCH,1924,10.6,22.7,19.9,222.8,299.1,475.2,613.0,435.3,345.6,128.0,128.2,0.2,2700.5
SAURASHTRA & KUTCH,1925,26.1,21.7,53.9,279.6,607.5,332.6,411.8,403.2,323.3,89.9,13.7,0.2,2563.4
SAURASHTRA & KUTCH,1926,23.5,23.5,157.6,141.9,254.5,558.9,576.9,355.8,190.5,195.1,6.5,33.8,2518.5
SAURASHTRA & KUTCH,1927,33.7,60.2,66.5,268.7,238.1,575.8,449.9,368.7,551.7,162.8,30.0,0.2,2806.2
SAURASHTRA & KUTCH,1928,8.4,21.4,61.6,138.3,449.8,423.0,432.0,450.5,344.5,297.8,21.8,1.5,2650.6
SAURASHTRA & KUTCH,1929,84.5,3.8,84.3,324.2,573.0,645.8,386.5,333.3,291.6,196.7,17.1,22.1,2962.9
SAURASHTRA & KUTCH,1930,18.2,41.5,99.4,200.1,211.0,690.4,287.0,439.6,299.9,150.0,115.7,5.9,2558.7
SAURASHTRA & KUTCH,1931,7.5,29.5,47.4,295.2,375.4,606.0,656.5,282.2,331.3,138.2,21.8,16.3,2807.3
SAURASHTRA & KUTCH,1932,14.8,37.1,59.6,163.8,491.2,629.5,457.5,469.4,355.8,108.5,92.1,20.4,2899.8
SAURASHTRA & KUTCH,1933,10.3,29.2,16.9,216.0,287.8,479.9,428.8,506.5,242.5,122.8,7.5,2.7,2350.9
SAURASHTRA & KUTCH,1934,18.7,68.5,27.7,302.7,447.2,760.0,556.4,365.3,246.7,234.5,60.2,6.3,3094.2
SAURASHTRA & KUTCH,1935,3.3,53.3,66.7,122.9,383.8,698.1,396.6,576.7,335.8,28.3,19.3,2.7,2687.5
SAURASHTRA & KUTCH,1936,13.6,58.5,76.2,218.2,425.6,458.0,562.2,356.4,285.1,181.0,23.3,23.1,2681.3
SAURASHTRA & KUTCH,1937,2.2,50.5,19.6,97.5,409.8,424.6,411.4,480.9,277.6,140.1,13.2,4.9,2332.3
SAURASHTRA & KUTCH,1938,27.3,16.5,139.9,202.6,249.8,585.9,512.3,438.2,434.5,142.5,55.3,0.5,2805.4
SAURASHTRA & KUTCH,1939,1.5,34.0,11.4,181.3,351.0,533.3,486.9,224.1,388.4,190.8,2.7,2.0,2407.2
SAURASHTRA & KUTCH,1940,1.5,57.8,182.1,72.7,394.6,502.0,437.7,332.3,355.5,98.8,18.7,9.3,2462.8
SAURASHTRA & KUTCH,1941,4.5,32.9,54.1,246.9,526.6,547.4,411.9,364.1,367.4,144.6,17.0,9.4,2726.8
SAURASHTRA & KUTCH,1942,7.5,25.3,131.0,233.6,469.4,617.7,333.9,328.4,464.2,40.7,27.9,0.0,2679.6
SAURASHTRA & KUTCH,1943,54.6,34.1,171.6,247.4,406.4,517.1,394.9,417.9,365.9,86.2,9.3,6.1,2711.3
SAURASHTRA & KUTCH,1944,39.5,21.2,63.1,139.4,518.8,491.4,388.6,304.3,456.6,89.3,6.9,9.8,2528.9
SAURASHTRA & KUTCH,1945,37.3,40.1,68.5,141.1,395.1,501.2,507.4,497.2,282.6,197.3,1.0,2.9,2671.8
SAURASHTRA & KUTCH,1946,0.3,19.7,103.9,180.4,326.9,582.8,550.0,298.8,265.8,349.5,8.5,1.4,2688.3
SAURASHTRA & KUTCH,1947,3.9,9.2,84.1,244.3,383.2,487.2,571.9,287.9,362.6,202.2,2.8,13.1,2652.3
SAURASHTRA & KUTCH,1948,9.9,42.4,59.5,261.0,684.1,602.4,539.8,451.5,315.5,176.5,50.2,7.6,3200.2
SAURASHTRA & KUTCH,1949,22.6,23.3,75.1,372.0,336.9,688.3,445.1,460.0,390.7,148.3,13.0,10.9,2986.1
SAURASHTRA & KUTCH,1950,21.2,52.0,94.2,113.5,283.0,564.6,390.5,489.1,201.6,134.4,50.3,3.9,2398.3
SAURASHTRA & KUTCH,1951,4.9,3.4,54.2,244.6,251.7,593.0,554.4,388.3,208.4,271.5,46.2,6.0,2626.5
SAURASHTRA & KUTCH,1952,4.5,10.3,107.6,156.7,468.7,403.1,577.8,467.1,343.4,278.0,43.4,2.0,2862.5
SAURASHTRA & KUTCH,1953,17.8,13.3,227.2,158.7,375.5,407.8,462.9,285.3,454.9,144.1,5.8,13.1,2566.4
SAURASHTRA & KUTCH,1954,22.0,45.7,39.8,267.6,493.4,597.4,575.7,426.1,217.9,155.2,1.8,24.4,2867.3
SAURASHTRA & KUTCH,1955,9.4,9.6,143.7,211.0,329.3,548.4,567.7,419.0,284.5,147.8,91.8,8.4,2770.6
SAURASHTRA & KUTCH,1956,29.7,3.2,121.8,204.1,536.6,718.4,443.3,383.2,172.6,149.6,44.5,9.6,2816.5
SAURASHTRA & KUTCH,1957,67.4,33.4,20.7,136.4,448.5,445.1,407.7,370.0,208.9,99.9,11.8,10.9,2260.7
SAURASHTRA & KUTCH,1958,18.7,44.9,10.4,191.6,546.3,392.9,366.5,547.8,282.8,215.3,4.7,19.1,2641.1
SAURASHTRA & KUTCH,1959,31.0,46.1,110.7,143.2,470.8,514.4,366.2,256.2,287.1,304.8,7.9,0.2,2538.7
SAURASHTRA & KUTCH,1960,0.1,11.2,38.7,45.5,315.5,457.8,559.0,352.6,485.7,62.5,29.8,4.0,2362.3
SAURASHTRA & KUTCH,1961,11.7,20.1,260.3,125.9,363.4,344.5,359.5,353.4,230.4,131.8,35.2,7.2,2243.3
SAURASHTRA & KUTCH,1962,25.0,28.0,17.4,136.8,374.0,608.7,344.2,518.3,138.3,119.9,11.2,5.6,2327.5
SAURASHTRA & KUTCH,1963,3.4,8.2,51.5,184.4,291.4,605.9,562.4,435.9,211.8,147.3,29.6,7.2,2538.9
SAURASHTRA & KUTCH,1964,9.9,23.2,80.6,269.5,298.0,557.4,605.0,344.7,326.0,207.2,8.4,13.1,2743.0
SAURASHTRA & KUTCH,1965,5.2,70.6,53.3,158.9,327.6,505.8,405.6,425.4,306.7,84.0,61.4,12.8,2417.3
SAURASHTRA & KUTCH,1966,19.8,23.7,36.3,163.3,327.5,789.5,510.0,523.4,249.1,126.8,32.0,11.7,2813.1
SAURASHTRA & KUTCH,1967,11.7,37.9,106.6,111.8,289.8,397.4,495.2,261.0,303.5,97.2,14.6,3.9,2130.4
SAURASHTRA & KUTCH,1968,22.4,20.2,76.9,170.3,439.9,594.5,488.8,347.6,231.8,115.2,24.2,2.3,2534.2
SAURASHTRA & KUTCH,1969,27.6,1.9,99.5,180.2,252.9,567.4,468.0,450.9,184.8,82.3,27.1,1.8,2344.4
SAURASHTRA & KUTCH,1970,48.1,36.2,92.4,205.1,503.1,666.4,480.8,391.6,402.0,252.0,17.9,0.1,3095.5
SAURASHTRA & KUTCH,1971,37.9,18.6,37.7,143.6,239.5,442.8,408.9,481.3,231.5,201.3,80.5,11.9,2335.4
SAURASHTRA & KUTCH,1972,18.0,40.4,100.9,259.4,337.1,583.7,443.2,273.8,228.0,100.3,2.9,5.4,2393.1
SAURASHTRA & KUTCH,1973,10.1,79.2,27.4,253.9,320.6,633.2,360.8,401.6,351.1,129.2,68.8,35.2,2671.1
SAURASHTRA & KUTCH,1974,31.7,11.7,80.0,259.5,370.8,634.7,793.0,515.4,436.9,274.4,28.1,2.2,3438.5
SAURASHTRA & KUTCH,1975,9.4,22.6,18.7,224.1,323.1,338.8,526.2,316.2,300.1,172.1,18.2,6.0,2275.5
SAURASHTRA & KUTCH,1976,5.5,36.7,97.6,141.9,174.7,502.0,392.6,356.7,148.8,65.4,24.6,3.2,1949.7
SAURASHTRA & KUTCH,1977,9.5,15.9,72.8,370.4,393.6,394.7,465.6,458.3,172.7,173.7,46.4,21.7,2595.3
SAURASHTRA & KUTCH,1978,5.2,8.5,44.8,100.2,254.3,491.4,441.5,251.8,272.3,63.4,55.4,0.7,1989.3
SAURASHTRA & KUTCH,1979,3.3,8.7,38.4,93.6,222.6,306.4,628.8,255.7,342.0,217.2,23.5,35.1,2175.3
SAURASHTRA & KUTCH,1980,13.2,35.2,97.3,170.9,281.7,389.5,453.0,411.2,266.1,141.7,1.1,0.7,2261.6
SAURASHTRA & KUTCH,1981,29.6,30.7,91.2,153.1,253.9,275.0,547.7,345.3,278.6,48.9,9.2,35.7,2098.9
SAURASHTRA & KUTCH,1982,1.9,31.9,50.8,258.2,214.7,520.3,551.8,380.2,294.9,61.6,30.4,17.0,2413.7
SAURASHTRA & KUTCH,1983,16.2,37.8,92.5,167.7,276.0,368.6,594.4,421.4,454.0,157.3,7.1,24.5,2617.5
SAURASHTRA & KUTCH,1984,23.0,7.3,28.8,201.9,414.2,481.6,1008.8,366.5,456.5,163.6,5.9,23.2,3181.2
SAURASHTRA & KUTCH,1985,8.9,33.3,154.2,271.6,338.3,501.7,735.6,358.2,340.3,75.1,16.0,19.3,2852.5
SAURASHTRA & KUTCH,1986,16.4,12.2,28.7,282.2,160.8,404.2,471.4,420.2,439.8,304.0,61.3,7.6,2608.9
SAURASHTRA & KUTCH,1987,8.9,28.3,111.7,200.8,200.3,540.6,775.7,441.4,452.7,155.6,38.8,11.9,2966.7
SAURASHTRA & KUTCH,1988,7.1,45.8,82.2,156.8,575.0,400.9,654.6,774.0,338.1,172.6,74.2,6.0,3287.3
SAURASHTRA & KUTCH,1989,11.0,52.1,30.4,181.1,265.3,488.3,759.2,271.7,425.8,200.4,15.4,6.3,2706.9
SAURASHTRA & KUTCH,1990,19.8,46.5,96.0,333.6,302.3,506.8,446.5,353.4,443.8,208.2,7.0,5.7,2769.7
SAURASHTRA & KUTCH,1991,13.7,30.4,62.0,175.0,492.4,516.3,426.4,389.6,431.5,227.3,9.4,41.8,2815.7
SAURASHTRA & KUTCH,1992,14.8,46.5,53.9,114.0,291.7,450.4,492.6,340.1,299.4,125.2,14.6,12.2,2255.4
SAURASHTRA & KUTCH,1993,73.8,97.6,86.5,140.0,375.1,614.6,586.3,475.1,302.8,131.7,8.5,2.1,2894.3
SAURASHTRA & KUTCH,1994,26.5,38.7,154.7,159.8,276.9,484.7,312.7,316.6,183.2,148.6,16.4,15.8,2134.6
SAURASHTRA & KUTCH,1995,8.9,40.3,41.8,144.8,298.4,672.3,564.6,547.6,405.6,80.7,95.1,7.3,2907.4
SAURASHTRA & KUTCH,1996,12.7,23.4,103.6,101.6,416.6,408.7,525.6,433.1,230.2,271.9,3.7,0.2,2531.3
SAURASHTRA & KUTCH,1997,18.2,41.5,94.4,132.9,243.2,570.2,519.9,314.4,375.4,38.0,13.9,37.6,2399.7
SAURASHTRA & KUTCH,1998,12.2,31.8,137.2,188.8,253.4,585.3,608.5,563.0,219.8,190.8,50.4,0.4,2841.3
SAURASHTRA & KUTCH,1999,2.5,0.6,37.9,146.4,465.9,446.7,627.7,529.1,216.1,201.8,14.3,2.4,2691.4
SAURASHTRA & KUTCH,2000,20.4,14.0,67.3,237.6,367.9,552.6,315.5,518.5,314.0,86.3,20.6,0.5,2515.0
SAURASHTRA & KUTCH,2001,5.6,40.9,32.6,195.2,265.6,393.4,445.5,301.0,274.0,196.8,20.7,2.3,2173.5
SAURASHTRA & KUTCH,2002,20.7,5.9,80.0,283.1,287.8,500.2,559.9,312.3,218.9,50.1,72.5,8.0,2399.3
SAURASHTRA & KUTCH,2003,8.7,41.8,96.1,214.4,245.3,573.0,481.2,299.7,249.6,233.4,13.6,18.6,2475.3
SAURASHTRA & KUTCH,2004,15.0,19.5,73.2,341.3,347.4,404.6,860.0,287.5,321.4,339.8,6.6,7.0,3023.3
SAURASHTRA & KUTCH,2005,22.8,31.2,172.8,209.0,284.4,377.8,465.7,463.9,163.5,218.5,8.0,1.1,2418.7
SAURASHTRA & KUTCH,2006,0.7,42.6,21.6,165.9,330.1,406.3,351.8,211.1,256.1,96.3,25.7,10.8,1919.1
SAURASHTRA & KUTCH,2007,1.7,74.4,24.1,248.6,224.2,493.4,682.6,312.0,501.2,166.9,47.6,4.3,2781.2
SAURASHTRA & KUTCH,2008,30.2,15.0,107.9,154.9,210.7,409.3,489.4,510.6,269.5,133.6,2.7,1.6,2335.4
SAURASHTRA & KUTCH,2009,7.0,11.8,44.1,133.0,244.1,320.8,425.3,519.8,191.6,134.6,9.5,4.2,2045.8
SAURASHTRA & KUTCH,2010,0.6,3.7,104.4,393.2,386.1,566.2,423.2,404.3,331.7,108.0,11.6,7.9,2740.8
SAURASHTRA & KUTCH,2011,10.9,12.4,106.2,91.0,249.7,333.4,407.9,302.2,233.3,29.9,13.3,2.8,1793.0
SAURASHTRA & KUTCH,2012,14.9,6.2,22.8,242.1,188.2,693.4,493.6,300.4,372.0,167.8,10.4,2.3,2514.3
SAURASHTRA & KUTCH,2013,1.1,10.1,46.9,129.9,399.7,331.2,364.8,332.8,250.5,122.4,0.9,2.1,1992.4
SAURASHTRA & KUTCH,2014,2.0,28.1,33.2,54.8,340.2,400.4,373.3,479.1,424.5,79.3,19.8,0.5,2235.2
SAURASHTRA & KUTCH,2015,13.9,15.0,43.4,240.8,328.3,572.6,303.8,593.8,280.4,59.9,15.3,20.5,2487.8
SAURASHTRA & KUTCH,2016,18.9,16.4,62.6,314.7,317.9,365.3,496.5,187.2,272.6,141.4,36.6,8.8,2238.9
SAURASHTRA & KUTCH,2017,1.8,36.0,123.3,300.9,255.9,490.8,428.4,477.5,342.4,209.9,10.6,11.3,2688.9
SAURASHTRA & KUTCH,2018,6.1,17.2,73.9,137.0,256.3,371.6,375.3,288.7,297.0,52.9,15.9,24.8,1916.7
SAURASHTRA & KUTCH,2019,2.5,27.3,44.5,205.7,393.4,406.7,665.8,207.9,336.9,190.4,13.6,2.4,2497.3
SAURASHTRA & KUTCH,2020,17.6,17.5,28.6,167.4,471.6,666.5,730.5,304.1,564.2,201.6,19.6,1.0,3190.2
SAURASHTRA & KUTCH,2021,8.7,2.5,43.3,98.6,270.5,477.8,366.0,434.8,166.7,135.2,2.9,10.5,2017.5
SAURASHTRA & KUTCH,2022,23.7,52.5,47.1,344.6,517.7,858.1,291.1,217.2,229.9,221.2,0.3,4.8,2752.3
SAURASHTRA & KUTCH,2023,0.4,21.8,98.9,102.2,145.9,555.4,354.0,377.4,181.0,142.8,16.8,19.0,2015.6
KONKAN & GOA,1901,27.2,19.8,30.9,225.8,208.1,527.9,431.7,464.9,293.1,165.6,115.2,1.2,2511.4
KONKAN & GOA,1902,8.9,10.1,106.1,352.7,264.1,622.1,514.7,538.3,443.1,96.9,7.2,1.3,2965.6
KONKAN & GOA,1903,20.1,25.3,104.5,140.8,206.6,613.0,360.3,553.3,306.7,159.8,60.1,1.2,2551.7
KONKAN & GOA,1904,11.2,56.5,52.5,459.8,374.5,383.5,477.6,438.8,247.0,116.1,46.6,2.5,2666.6
KONKAN & GOA,1905,19.9,17.0,138.8,212.6,276.3,522.6,441.4,649.8,276.6,203.0,16.0,25.0,2799.2
KONKAN & GOA,1906,9.6,59.3,88.9,264.7,272.2,389.5,542.8,588.1,264.6,166.4,25.0,0.2,2671.4
KONKAN & GOA,1907,55.9,37.5,110.3,254.8,213.4,514.6,579.9,303.8,401.6,37.4,4.2,14.0,2527.3
KONKAN & GOA,1908,16.2,25.1,20.7,176.3,333.7,392.6,479.9,339.8,405.9,92.1,3.9,0.0,2286.4
KONKAN & GOA,1909,19.2,8.9,4.5,195.3,310.5,644.8,346.2,447.6,216.5,164.3,24.6,6.4,2388.8
KONKAN & GOA,1910,9.1,32.3,153.6,213.8,276.1,584.2,740.0,419.9,247.8,198.8,16.3,4.3,2896.1
KONKAN & GOA,1911,74.7,18.8,93.7,234.9,433.5,536.8,617.3,417.4,388.7,260.8,26.4,2.9,3106.0
KONKAN & GOA,1912,9.1,58.2,127.4,303.5,251.8,486.6,566.2,453.9,236.7,182.5,69.2,9.5,2754.6
KONKAN & GOA,1913,11.9,90.6,119.5,333.7,393.5,462.3,438.0,355.0,280.9,226.7,10.1,45.6,2767.6
KONKAN & GOA,1914,6.2,79.3,71.2,220.1,320.9,404.8,397.3,471.5,291.0,67.1,10.4,7.5,2347.2
KONKAN & GOA,1915,9.5,58.9,74.8,204.2,668.8,513.6,736.9,530.9,260.7,107.6,10.1,4.3,3180.5
KONKAN & GOA,1916,19.7,27.8,119.5,228.5,341.5,367.9,478.0,433.8,310.1,247.4,32.9,6.2,2613.3
KONKAN & GOA,1917,13.0,92.3,39.1,170.7,207.5,586.5,474.5,348.2,312.5,237.9,47.2,1.3,2530.7
KONKAN & GOA,1918,4.6,16.2,126.0,154.0,287.5,660.4,808.4,607.2,373.1,70.8,6.0,1.1,3115.3
KONKAN & GOA,1919,13.3,12.5,23.0,162.5,266.6,488.6,461.1,250.0,441.2,186.3,42.7,3.4,2351.2
KONKAN & GOA,1920,4.4,50.7,229.2,185.7,284.2,524.8,311.1,526.3,385.2,130.3,3.3,1.8,2637.0
KONKAN & GOA,1921,35.2,20.4,135.1,325.4,412.1,607.8,543.1,431.3,335.9,142.9,8.4,10.4,3008.0
KONKAN & GOA,1922,16.4,4.8,78.3,168.4,233.4,553.9,420.6,379.9,267.2,130.6,9.5,9.2,2272.0
KONKAN & GOA,1923,0.4,59.1,17.3,260.7,399.1,591.4,376.2,269.4,360.0,98.5,11.3,5.9,2449.4
KONKAN & GOA,1924,10.6,22.7,19.9,222.8,299.1,475.2,613.0,435.3,345.6,128.0,128.2,0.2,2700.5
KONKAN & GOA,1925,26.1,21.7,53.9,279.6,607.5,332.6,411.8,403.2,323.3,89.9,13.7,0.2,2563.4
KONKAN & GOA,1926,23.5,23.5,157.6,141.9,254.5,558.9,576.9,355.8,190.5,195.1,6.5,33.8,2518.5
KONKAN & GOA,1927,33.7,60.2,66.5,268.7,238.1,575.8,449.9,368.7,551.7,162.8,30.0,0.2,2806.2
KONKAN & GOA,1928,8.4,21.4,61.6,138.3,449.8,423.0,432.0,450.5,344.5,297.8,21.8,1.5,2650.6
KONKAN & GOA,1929,84.5,3.8,84.3,324.2,573.0,645.8,386.5,333.3,291.6,196.7,17.1,22.1,2962.9
KONKAN & GOA,1930,18.2,41.5,99.4,200.1,211.0,690.4,287.0,439.6,299.9,150.0,115.7,5.9,2558.7
KONKAN & GOA,1931,7.5,29.5,47.4,295.2,375.4,606.0,656.5,282.2,331.3,138.2,21.8,16.3,2807.3
KONKAN & GOA,1932,14.8,37.1,59.6,163.8,491.2,629.5,457.5,469.4,355.8,108.5,92.1,20.4,2899.8
KONKAN & GOA,1933,10.3,29.2,16.9,216.0,287.8,479.9,428.8,506.5,242.5,122.8,7.5,2.7,2350.9
KONKAN & GOA,1934,18.7,68.5,27.7,302.7,447.2,760.0,556.4,365.3,246.7,234.5,60.2,6.3,3094.2
KONKAN & GOA,1935,3.3,53.3,66.7,122.9,383.8,698.1,396.6,576.7,335.8,28.3,19.3,2.7,2687.5
KONKAN & GOA,1936,13.6,58.5,76.2,218.2,425.6,458.0,562.2,356.4,285.1,181.0,23.3,23.1,2681.3
KONKAN & GOA,1937,2.2,50.5,19.6,97.5,409.8,424.6,411.4,480.9,277.6,140.1,13.2,4.9,2332.3
KONKAN & GOA,1938,27.3,16.5,139.9,202.6,249.8,585.9,512.3,438.2,434.5,142.5,55.3,0.5,2805.4
